# header:
#   title: Sn120(n,urr) URR parameter at 1.000000E+00 MeV
#   source: TALYS-2.2
#   user: Arjan Koning
#   date: 2026-01-01
#   format: YANDF-0.4
# target:
#   Z: 50
#   A: 120
#   nuclide: Sn120
# reaction:
#   type: (n,urr)
#   parameters:
#     neutron separation energy [MeV]:  6.170202E+00
#     thermal capture cross section [mb]:  1.420000E+02
#   quantity:
#     type: URR parameter
#     E-incident [MeV]:  1.000000E+00
#     potential scattering radius [fm]:  6.191656E+00
#   datablock:
#     columns: 13
#     entries: 38
##       l              J              P            D(l)          D(l,J)          S(l)          S(l,J)         Gx(l,J)        Gn(l,J)        Gg(l,J)        Gf(l,J)        Gp(l,J)        Ga(l,J)
##      []             []             []            [eV]           [eV]            []             []            [eV]           [eV]           [eV]           [eV]           [eV]           [eV]
        0              0.5              1       3.784763E+02   3.784763E+02   3.983707E-01   3.983707E-01   0.000000E+00   1.507739E-02   7.061239E-02   0.000000E+00   0.000000E+00   0.000000E+00
        1              0.5             -1       1.505953E+02   3.769309E+02   2.168618E+00   2.301273E+00   0.000000E+00   8.674208E-02   8.313920E-02   0.000000E+00   0.000000E+00   0.000000E+00
        1              1.5             -1       1.505953E+02   2.507958E+02   2.168618E+00   2.124400E+00   0.000000E+00   5.327905E-02   8.506784E-02   0.000000E+00   0.000000E+00   0.000000E+00
        2              1.5              1       1.286030E+02   2.530248E+02   4.682553E-01   4.540451E-01   0.000000E+00   1.148847E-02   7.212671E-02   0.000000E+00   0.000000E+00   0.000000E+00
        2              2.5              1       1.286030E+02   2.615276E+02   4.682553E-01   4.767814E-01   0.000000E+00   1.246915E-02   8.108018E-02   0.000000E+00   0.000000E+00   0.000000E+00
# header:
#   title: Sn120(n,urr) URR parameter at 1.200000E+00 MeV
#   source: TALYS-2.2
#   user: Arjan Koning
#   date: 2026-01-01
#   format: YANDF-0.4
# target:
#   Z: 50
#   A: 120
#   nuclide: Sn120
# reaction:
#   type: (n,urr)
#   parameters:
#     neutron separation energy [MeV]:  6.170202E+00
#     thermal capture cross section [mb]:  1.420000E+02
#   quantity:
#     type: URR parameter
#     E-incident [MeV]:  1.200000E+00
#     potential scattering radius [fm]:  5.867043E+00
#   datablock:
#     columns: 13
#     entries: 38
##       l              J              P            D(l)          D(l,J)          S(l)          S(l,J)         Gx(l,J)        Gn(l,J)        Gg(l,J)        Gf(l,J)        Gp(l,J)        Ga(l,J)
##      []             []             []            [eV]           [eV]            []             []            [eV]           [eV]           [eV]           [eV]           [eV]           [eV]
        0              0.5              1       3.018426E+02   3.018426E+02   3.976747E-01   3.976747E-01   8.510902E-04   1.200351E-02   7.440020E-02   0.000000E+00   0.000000E+00   0.000000E+00
        1              0.5             -1       1.194201E+02   2.998389E+02   1.864792E+00   1.985795E+00   3.680603E-01   5.954186E-02   8.613076E-02   0.000000E+00   0.000000E+00   0.000000E+00
        1              1.5             -1       1.194201E+02   1.984649E+02   1.864792E+00   1.824457E+00   6.403977E-01   3.620908E-02   8.785193E-02   0.000000E+00   0.000000E+00   0.000000E+00
        2              1.5              1       1.015501E+02   2.001201E+02   4.838163E-01   4.626324E-01   1.053904E+00   9.258203E-03   7.560787E-02   0.000000E+00   0.000000E+00   0.000000E+00
        2              2.5              1       1.015501E+02   2.061706E+02   4.838163E-01   4.965265E-01   1.103047E+00   1.023692E-02   8.497958E-02   0.000000E+00   0.000000E+00   0.000000E+00
# header:
#   title: Sn120(n,urr) URR parameter at 1.400000E+00 MeV
#   source: TALYS-2.2
#   user: Arjan Koning
#   date: 2026-01-01
#   format: YANDF-0.4
# target:
#   Z: 50
#   A: 120
#   nuclide: Sn120
# reaction:
#   type: (n,urr)
#   parameters:
#     neutron separation energy [MeV]:  6.170202E+00
#     thermal capture cross section [mb]:  1.420000E+02
#   quantity:
#     type: URR parameter
#     E-incident [MeV]:  1.400000E+00
#     potential scattering radius [fm]:  5.554553E+00
#   datablock:
#     columns: 13
#     entries: 38
##       l              J              P            D(l)          D(l,J)          S(l)          S(l,J)         Gx(l,J)        Gn(l,J)        Gg(l,J)        Gf(l,J)        Gp(l,J)        Ga(l,J)
##      []             []             []            [eV]           [eV]            []             []            [eV]           [eV]           [eV]           [eV]           [eV]           [eV]
        0              0.5              1       2.423344E+02   2.423344E+02   3.971570E-01   3.971570E-01   2.984482E-01   9.624477E-03   7.871912E-02   0.000000E+00   0.000000E+00   0.000000E+00
        1              0.5             -1       9.567702E+01   2.411340E+02   1.643630E+00   1.752733E+00   4.850159E+00   4.226436E-02   9.011456E-02   0.000000E+00   0.000000E+00   0.000000E+00
        1              1.5             -1       9.567702E+01   1.586104E+02   1.643630E+00   1.607263E+00   8.008340E+00   2.549285E-02   9.150128E-02   0.000000E+00   0.000000E+00   0.000000E+00
        2              1.5              1       8.099664E+01   1.596199E+02   4.973214E-01   4.700349E-01   2.553675E+00   7.502695E-03   7.971363E-02   0.000000E+00   0.000000E+00   0.000000E+00
        2              2.5              1       8.099664E+01   1.644383E+02   4.973214E-01   5.136933E-01   2.681286E+00   8.447084E-03   8.986484E-02   0.000000E+00   0.000000E+00   0.000000E+00
# header:
#   title: Sn120(n,urr) URR parameter at 1.600000E+00 MeV
#   source: TALYS-2.2
#   user: Arjan Koning
#   date: 2026-01-01
#   format: YANDF-0.4
# target:
#   Z: 50
#   A: 120
#   nuclide: Sn120
# reaction:
#   type: (n,urr)
#   parameters:
#     neutron separation energy [MeV]:  6.170202E+00
#     thermal capture cross section [mb]:  1.420000E+02
#   quantity:
#     type: URR parameter
#     E-incident [MeV]:  1.600000E+00
#     potential scattering radius [fm]:  5.265018E+00
#   datablock:
#     columns: 13
#     entries: 38
##       l              J              P            D(l)          D(l,J)          S(l)          S(l,J)         Gx(l,J)        Gn(l,J)        Gg(l,J)        Gf(l,J)        Gp(l,J)        Ga(l,J)
##      []             []             []            [eV]           [eV]            []             []            [eV]           [eV]           [eV]           [eV]           [eV]           [eV]
        0              0.5              1       1.960829E+02   1.960829E+02   3.967466E-01   3.967466E-01   1.162461E+00   7.779520E-03   8.374712E-02   0.000000E+00   0.000000E+00   0.000000E+00
        1              0.5             -1       7.758200E+01   1.964180E+02   1.475727E+00   1.574275E+00   6.441402E+00   3.092158E-02   9.545697E-02   0.000000E+00   0.000000E+00   0.000000E+00
        1              1.5             -1       7.758200E+01   1.282314E+02   1.475727E+00   1.442878E+00   1.013073E+01   1.850221E-02   9.635154E-02   0.000000E+00   0.000000E+00   0.000000E+00
        2              1.5              1       6.536621E+01   1.285820E+02   5.088415E-01   4.763438E-01   3.394169E+00   6.124923E-03   8.468395E-02   0.000000E+00   0.000000E+00   0.000000E+00
        2              2.5              1       6.536621E+01   1.329560E+02   5.088415E-01   5.283400E-01   3.571625E+00   7.024597E-03   9.612437E-02   0.000000E+00   0.000000E+00   0.000000E+00
# header:
#   title: Sn120(n,urr) URR parameter at 1.800000E+00 MeV
#   source: TALYS-2.2
#   user: Arjan Koning
#   date: 2026-01-01
#   format: YANDF-0.4
# target:
#   Z: 50
#   A: 120
#   nuclide: Sn120
# reaction:
#   type: (n,urr)
#   parameters:
#     neutron separation energy [MeV]:  6.170202E+00
#     thermal capture cross section [mb]:  1.420000E+02
#   quantity:
#     type: URR parameter
#     E-incident [MeV]:  1.800000E+00
#     potential scattering radius [fm]:  5.004429E+00
#   datablock:
#     columns: 13
#     entries: 38
##       l              J              P            D(l)          D(l,J)          S(l)          S(l,J)         Gx(l,J)        Gn(l,J)        Gg(l,J)        Gf(l,J)        Gp(l,J)        Ga(l,J)
##      []             []             []            [eV]           [eV]            []             []            [eV]           [eV]           [eV]           [eV]           [eV]           [eV]
