#
# Reference Number = 2408 Incident Particle: neutron  imodel=1
# Target: Z= 92 A= 238 Number of energies= 102
# Type potential: rotational   dispersive+SO(Anal.Integr.)  relativ.Schoedr.
# First Author: R.Capote      
# Z-Range=90- 97  A-Range=228-249  E-Range=   0.001- 200.000 MeV         Ef = -5.480
# ncoll= 5 lmax= 8 ndef= 6 K= 0.0 betas:  0.228   0.062  -0.006
# WARNING: V = VHF + DWV for dispersive potentials
# En(MeV)   V     RV     AV      DWV     W      RW     AW      VD     RVD    AVD     WD     RWD    AWD     VSO    RVSO   AVSO    WSO    RWSO   AWSO   VHFpn    WSpn     DVSpn     WVpn    DVVpn   V(Lane)  W(Lane)    VHF
  0.020  44.716 1.2516 0.6360  0.9344  0.0576 1.2530 0.6800  3.3557 1.1808 0.6030  2.1273 1.1808 0.6030  5.7600 1.1214 0.5900 -0.0037 1.1214 0.5900  -0.583   -0.249   -0.393    0.000    0.000   -9.446   -4.032   43.781
  0.030  44.713 1.2516 0.6360  0.9361  0.0578 1.2530 0.6800  3.3585 1.1808 0.6030  2.1333 1.1808 0.6030  5.7595 1.1214 0.5900 -0.0037 1.1214 0.5900  -0.583   -0.250   -0.393    0.000    0.000   -9.445   -4.044   43.777
  0.040  44.710 1.2516 0.6360  0.9378  0.0580 1.2530 0.6800  3.3614 1.1808 0.6030  2.1393 1.1808 0.6030  5.7590 1.1214 0.5900 -0.0037 1.1214 0.5900  -0.583   -0.250   -0.393    0.000    0.000   -9.444   -4.055   43.772
  0.050  44.707 1.2516 0.6360  0.9395  0.0582 1.2530 0.6800  3.3642 1.1808 0.6030  2.1454 1.1808 0.6030  5.7585 1.1214 0.5900 -0.0037 1.1214 0.5900  -0.583   -0.251   -0.394    0.000    0.000   -9.443   -4.066   43.768
  0.060  44.704 1.2516 0.6360  0.9412  0.0584 1.2530 0.6800  3.3670 1.1808 0.6030  2.1514 1.1808 0.6030  5.7581 1.1214 0.5900 -0.0037 1.1214 0.5900  -0.583   -0.252   -0.394    0.000    0.000   -9.442   -4.078   43.763
  0.070  44.702 1.2516 0.6360  0.9428  0.0586 1.2530 0.6800  3.3698 1.1808 0.6030  2.1574 1.1808 0.6030  5.7576 1.1214 0.5900 -0.0037 1.1214 0.5900  -0.583   -0.253   -0.394    0.000    0.000   -9.441   -4.089   43.759
  0.080  44.699 1.2516 0.6360  0.9445  0.0588 1.2530 0.6800  3.3726 1.1808 0.6030  2.1634 1.1808 0.6030  5.7571 1.1214 0.5900 -0.0037 1.1214 0.5900  -0.583   -0.253   -0.395    0.000    0.000   -9.440   -4.101   43.754
  0.090  44.696 1.2516 0.6360  0.9462  0.0591 1.2530 0.6800  3.3754 1.1808 0.6030  2.1695 1.1808 0.6030  5.7566 1.1214 0.5900 -0.0038 1.1214 0.5900  -0.583   -0.254   -0.395    0.000    0.000   -9.439   -4.112   43.750
  0.100  44.693 1.2516 0.6360  0.9479  0.0593 1.2530 0.6800  3.3782 1.1808 0.6030  2.1755 1.1808 0.6030  5.7561 1.1214 0.5900 -0.0038 1.1214 0.5900  -0.583   -0.255   -0.395    0.000    0.000   -9.438   -4.124   43.745
  0.200  44.665 1.2516 0.6360  0.9647  0.0614 1.2530 0.6800  3.4052 1.1808 0.6030  2.2359 1.1808 0.6030  5.7512 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.582   -0.262   -0.399    0.000    0.000   -9.428   -4.238   43.700
  0.300  44.636 1.2516 0.6360  0.9816  0.0636 1.2530 0.6800  3.4310 1.1808 0.6030  2.2964 1.1808 0.6030  5.7464 1.1214 0.5900 -0.0040 1.1214 0.5900  -0.582   -0.269   -0.402    0.000    0.000   -9.418   -4.353   43.654
  0.400  44.608 1.2516 0.6360  0.9984  0.0658 1.2530 0.6800  3.4555 1.1808 0.6030  2.3569 1.1808 0.6030  5.7415 1.1214 0.5900 -0.0042 1.1214 0.5900  -0.581   -0.276   -0.404    0.000    0.000   -9.408   -4.467   43.609
  0.500  44.579 1.2516 0.6360  1.0152  0.0680 1.2530 0.6800  3.4788 1.1808 0.6030  2.4175 1.1808 0.6030  5.7367 1.1214 0.5900 -0.0043 1.1214 0.5900  -0.580   -0.283   -0.407    0.000    0.000   -9.399   -4.582   43.564
  0.600  44.551 1.2516 0.6360  1.0320  0.0703 1.2530 0.6800  3.5009 1.1808 0.6030  2.4781 1.1808 0.6030  5.7318 1.1214 0.5900 -0.0045 1.1214 0.5900  -0.580   -0.290   -0.410    0.000    0.000   -9.389   -4.697   43.519
  0.700  44.523 1.2516 0.6360  1.0489  0.0726 1.2530 0.6800  3.5218 1.1808 0.6030  2.5386 1.1808 0.6030  5.7270 1.1214 0.5900 -0.0046 1.1214 0.5900  -0.579   -0.297   -0.412    0.000    0.000   -9.379   -4.812   43.474
  0.800  44.494 1.2516 0.6360  1.0656  0.0750 1.2530 0.6800  3.5416 1.1808 0.6030  2.5991 1.1808 0.6030  5.7221 1.1214 0.5900 -0.0048 1.1214 0.5900  -0.579   -0.304   -0.415    0.000    0.000   -9.370   -4.927   43.429
  0.900  44.466 1.2516 0.6360  1.0824  0.0774 1.2530 0.6800  3.5601 1.1808 0.6030  2.6595 1.1808 0.6030  5.7173 1.1214 0.5900 -0.0049 1.1214 0.5900  -0.578   -0.311   -0.417    0.000    0.000   -9.360   -5.041   43.384
  1.000  44.438 1.2516 0.6360  1.0992  0.0798 1.2530 0.6800  3.5776 1.1808 0.6030  2.7199 1.1808 0.6030  5.7124 1.1214 0.5900 -0.0051 1.1214 0.5900  -0.577   -0.318   -0.419    0.000    0.000   -9.350   -5.155   43.339
  1.100  44.410 1.2516 0.6360  1.1160  0.0823 1.2530 0.6800  3.5939 1.1808 0.6030  2.7801 1.1808 0.6030  5.7076 1.1214 0.5900 -0.0052 1.1214 0.5900  -0.577   -0.325   -0.421    0.000    0.000   -9.340   -5.269   43.294
  1.200  44.382 1.2516 0.6360  1.1327  0.0848 1.2530 0.6800  3.6091 1.1808 0.6030  2.8401 1.1808 0.6030  5.7027 1.1214 0.5900 -0.0054 1.1214 0.5900  -0.576   -0.332   -0.422    0.000    0.000   -9.331   -5.383   43.249
  1.300  44.354 1.2516 0.6360  1.1495  0.0873 1.2530 0.6800  3.6231 1.1808 0.6030  2.9000 1.1808 0.6030  5.6979 1.1214 0.5900 -0.0056 1.1214 0.5900  -0.576   -0.339   -0.424    0.000    0.000   -9.321   -5.497   43.204
  1.400  44.326 1.2516 0.6360  1.1662  0.0899 1.2530 0.6800  3.6361 1.1808 0.6030  2.9597 1.1808 0.6030  5.6930 1.1214 0.5900 -0.0057 1.1214 0.5900  -0.575   -0.346   -0.426    0.000    0.000   -9.311   -5.610   43.159
  1.500  44.298 1.2516 0.6360  1.1830  0.0925 1.2530 0.6800  3.6480 1.1808 0.6030  3.0192 1.1808 0.6030  5.6882 1.1214 0.5900 -0.0059 1.1214 0.5900  -0.574   -0.353   -0.427    0.000    0.000   -9.302   -5.723   43.115
  1.600  44.270 1.2516 0.6360  1.1997  0.0951 1.2530 0.6800  3.6589 1.1808 0.6030  3.0785 1.1808 0.6030  5.6834 1.1214 0.5900 -0.0061 1.1214 0.5900  -0.574   -0.360   -0.428    0.000    0.000   -9.292   -5.835   43.070
  1.700  44.242 1.2516 0.6360  1.2164  0.0978 1.2530 0.6800  3.6687 1.1808 0.6030  3.1375 1.1808 0.6030  5.6785 1.1214 0.5900 -0.0062 1.1214 0.5900  -0.573   -0.367   -0.429    0.000    0.000   -9.282   -5.947   43.025
  1.800  44.214 1.2516 0.6360  1.2331  0.1006 1.2530 0.6800  3.6776 1.1808 0.6030  3.1963 1.1808 0.6030  5.6737 1.1214 0.5900 -0.0064 1.1214 0.5900  -0.573   -0.374   -0.430    0.000    0.000   -9.273   -6.058   42.981
  1.900  44.186 1.2516 0.6360  1.2498  0.1033 1.2530 0.6800  3.6854 1.1808 0.6030  3.2548 1.1808 0.6030  5.6689 1.1214 0.5900 -0.0066 1.1214 0.5900  -0.572   -0.381   -0.431    0.000    0.000   -9.263   -6.169   42.936
  2.000  44.158 1.2516 0.6360  1.2665  0.1061 1.2530 0.6800  3.6922 1.1808 0.6030  3.3130 1.1808 0.6030  5.6640 1.1214 0.5900 -0.0068 1.1214 0.5900  -0.571   -0.388   -0.432    0.000    0.000   -9.254   -6.280   42.892
  2.100  44.130 1.2516 0.6360  1.2832  0.1089 1.2530 0.6800  3.6981 1.1808 0.6030  3.3708 1.1808 0.6030  5.6592 1.1214 0.5900 -0.0069 1.1214 0.5900  -0.571   -0.395   -0.433    0.000    0.000   -9.244   -6.389   42.847
  2.200  44.103 1.2516 0.6360  1.2998  0.1118 1.2530 0.6800  3.7030 1.1808 0.6030  3.4284 1.1808 0.6030  5.6544 1.1214 0.5900 -0.0071 1.1214 0.5900  -0.570   -0.401   -0.433    0.000    0.000   -9.234   -6.498   42.803
  2.300  44.075 1.2516 0.6360  1.3165  0.1147 1.2530 0.6800  3.7070 1.1808 0.6030  3.4856 1.1808 0.6030  5.6496 1.1214 0.5900 -0.0073 1.1214 0.5900  -0.570   -0.408   -0.434    0.000    0.000   -9.225   -6.607   42.758
  2.400  44.047 1.2516 0.6360  1.3331  0.1176 1.2530 0.6800  3.7101 1.1808 0.6030  3.5425 1.1808 0.6030  5.6447 1.1214 0.5900 -0.0075 1.1214 0.5900  -0.569   -0.415   -0.434    0.000    0.000   -9.215   -6.715   42.714
  2.500  44.020 1.2516 0.6360  1.3498  0.1206 1.2530 0.6800  3.7123 1.1808 0.6030  3.5990 1.1808 0.6030  5.6399 1.1214 0.5900 -0.0077 1.1214 0.5900  -0.568   -0.421   -0.435    0.000    0.000   -9.206   -6.822   42.670
  2.600  43.992 1.2516 0.6360  1.3664  0.1236 1.2530 0.6800  3.7136 1.1808 0.6030  3.6551 1.1808 0.6030  5.6351 1.1214 0.5900 -0.0079 1.1214 0.5900  -0.568   -0.428   -0.435    0.000    0.000   -9.196   -6.928   42.626
  2.700  43.964 1.2516 0.6360  1.3830  0.1267 1.2530 0.6800  3.7140 1.1808 0.6030  3.7108 1.1808 0.6030  5.6303 1.1214 0.5900 -0.0081 1.1214 0.5900  -0.567   -0.434   -0.435    0.000    0.000   -9.187   -7.034   42.581
  2.800  43.937 1.2516 0.6360  1.3996  0.1298 1.2530 0.6800  3.7137 1.1808 0.6030  3.7661 1.1808 0.6030  5.6255 1.1214 0.5900 -0.0083 1.1214 0.5900  -0.567   -0.441   -0.435    0.000    0.000   -9.177   -7.139   42.537
  2.900  43.909 1.2516 0.6360  1.4162  0.1329 1.2530 0.6800  3.7124 1.1808 0.6030  3.8211 1.1808 0.6030  5.6206 1.1214 0.5900 -0.0085 1.1214 0.5900  -0.566   -0.447   -0.435    0.000    0.000   -9.168   -7.243   42.493
  3.000  43.882 1.2516 0.6360  1.4328  0.1360 1.2530 0.6800  3.7104 1.1808 0.6030  3.8755 1.1808 0.6030  5.6158 1.1214 0.5900 -0.0087 1.1214 0.5900  -0.566   -0.454   -0.434    0.000    0.000   -9.158   -7.346   42.449
  3.100  43.855 1.2516 0.6360  1.4493  0.1392 1.2530 0.6800  3.7076 1.1808 0.6030  3.9296 1.1808 0.6030  5.6110 1.1214 0.5900 -0.0089 1.1214 0.5900  -0.565   -0.460   -0.434    0.000    0.000   -9.149   -7.448   42.405
  3.200  43.827 1.2516 0.6360  1.4659  0.1425 1.2530 0.6800  3.7041 1.1808 0.6030  3.9832 1.1808 0.6030  5.6062 1.1214 0.5900 -0.0091 1.1214 0.5900  -0.564   -0.466   -0.434    0.000    0.000   -9.139   -7.550   42.361
  3.300  43.800 1.2516 0.6360  1.4824  0.1457 1.2530 0.6800  3.6997 1.1808 0.6030  4.0364 1.1808 0.6030  5.6014 1.1214 0.5900 -0.0093 1.1214 0.5900  -0.564   -0.472   -0.433    0.000    0.000   -9.130   -7.651   42.317
  3.400  43.772 1.2516 0.6360  1.4990  0.1490 1.2530 0.6800  3.6947 1.1808 0.6030  4.0891 1.1808 0.6030  5.5966 1.1214 0.5900 -0.0095 1.1214 0.5900  -0.563   -0.479   -0.432    0.000    0.000   -9.120   -7.751   42.273
  3.500  43.745 1.2516 0.6360  1.5155  0.1524 1.2530 0.6800  3.6889 1.1808 0.6030  4.1414 1.1808 0.6030  5.5918 1.1214 0.5900 -0.0097 1.1214 0.5900  -0.563   -0.485   -0.432    0.000    0.000   -9.111   -7.850   42.230
  3.600  43.718 1.2516 0.6360  1.5320  0.1557 1.2530 0.6800  3.6824 1.1808 0.6030  4.1932 1.1808 0.6030  5.5870 1.1214 0.5900 -0.0100 1.1214 0.5900  -0.562   -0.491   -0.431    0.000    0.000   -9.101   -7.948   42.186
  3.700  43.691 1.2516 0.6360  1.5485  0.1591 1.2530 0.6800  3.6753 1.1808 0.6030  4.2445 1.1808 0.6030  5.5822 1.1214 0.5900 -0.0102 1.1214 0.5900  -0.561   -0.497   -0.430    0.000    0.000   -9.092   -8.045   42.142
  3.800  43.663 1.2516 0.6360  1.5650  0.1626 1.2530 0.6800  3.6675 1.1808 0.6030  4.2953 1.1808 0.6030  5.5774 1.1214 0.5900 -0.0104 1.1214 0.5900  -0.561   -0.503   -0.429    0.000    0.000   -9.083   -8.142   42.098
  3.900  43.636 1.2516 0.6360  1.5815  0.1660 1.2530 0.6800  3.6590 1.1808 0.6030  4.3457 1.1808 0.6030  5.5726 1.1214 0.5900 -0.0106 1.1214 0.5900  -0.560   -0.509   -0.428    0.000    0.000   -9.073   -8.237   42.055
  4.000  43.609 1.2516 0.6360  1.5979  0.1696 1.2530 0.6800  3.6499 1.1808 0.6030  4.3955 1.1808 0.6030  5.5678 1.1214 0.5900 -0.0108 1.1214 0.5900  -0.560   -0.514   -0.427    0.000    0.000   -9.064   -8.332   42.011
  4.200  43.555 1.2516 0.6360  1.6308  0.1767 1.2530 0.6800  3.6298 1.1808 0.6030  4.4937 1.1808 0.6030  5.5582 1.1214 0.5900 -0.0113 1.1214 0.5900  -0.559   -0.526   -0.425    0.000    0.000   -9.045   -8.518   41.924
  4.400  43.501 1.2516 0.6360  1.6636  0.1840 1.2530 0.6800  3.6075 1.1808 0.6030  4.5899 1.1808 0.6030  5.5487 1.1214 0.5900 -0.0118 1.1214 0.5900  -0.557   -0.537   -0.422    0.000    0.000   -9.026   -8.700   41.837
  4.600  43.447 1.2516 0.6360  1.6964  0.1914 1.2530 0.6800  3.5829 1.1808 0.6030  4.6841 1.1808 0.6030  5.5391 1.1214 0.5900 -0.0123 1.1214 0.5900  -0.556   -0.548   -0.419    0.000    0.000   -9.007   -8.879   41.751
  4.800  43.393 1.2516 0.6360  1.7291  0.1989 1.2530 0.6800  3.5562 1.1808 0.6030  4.7762 1.1808 0.6030  5.5295 1.1214 0.5900 -0.0127 1.1214 0.5900  -0.555   -0.559   -0.416    0.000    0.000   -8.989   -9.053   41.664
  5.000  43.340 1.2516 0.6360  1.7618  0.2066 1.2530 0.6800  3.5275 1.1808 0.6030  4.8663 1.1808 0.6030  5.5200 1.1214 0.5900 -0.0132 1.1214 0.5900  -0.554   -0.570   -0.413    0.000    0.000   -8.970   -9.224   41.578
  5.200  43.286 1.2516 0.6360  1.7944  0.2144 1.2530 0.6800  3.4970 1.1808 0.6030  4.9543 1.1808 0.6030  5.5104 1.1214 0.5900 -0.0138 1.1214 0.5900  -0.553   -0.580   -0.409    0.000    0.000   -8.952   -9.391   41.492
  5.400  43.233 1.2516 0.6360  1.8270  0.2224 1.2530 0.6800  3.4647 1.1808 0.6030  5.0402 1.1808 0.6030  5.5009 1.1214 0.5900 -0.0143 1.1214 0.5900  -0.552   -0.590   -0.406    0.000    0.000   -8.933   -9.553   41.406
  5.600  43.179 1.2516 0.6360  1.8595  0.2305 1.2530 0.6800  3.4307 1.1808 0.6030  5.1240 1.1808 0.6030  5.4914 1.1214 0.5900 -0.0148 1.1214 0.5900  -0.550   -0.600   -0.402    0.000    0.000   -8.915   -9.712   41.320
  5.800  43.126 1.2516 0.6360  1.8919  0.2387 1.2530 0.6800  3.3953 1.1808 0.6030  5.2058 1.1808 0.6030  5.4819 1.1214 0.5900 -0.0153 1.1214 0.5900  -0.549   -0.609   -0.397    0.000    0.000   -8.896   -9.867   41.234
  6.000  43.073 1.2516 0.6360  1.9243  0.2471 1.2530 0.6800  3.3583 1.1808 0.6030  5.2855 1.1808 0.6030  5.4723 1.1214 0.5900 -0.0159 1.1214 0.5900  -0.548   -0.619   -0.393    0.000    0.000   -8.878  -10.018   41.149
  6.200  43.020 1.2516 0.6360  1.9566  0.2556 1.2530 0.6800  3.3201 1.1808 0.6030  5.3632 1.1808 0.6030  5.4628 1.1214 0.5900 -0.0164 1.1214 0.5900  -0.547   -0.628   -0.389    0.000    0.000   -8.859  -10.166   41.064
  6.400  42.967 1.2516 0.6360  1.9889  0.2642 1.2530 0.6800  3.2806 1.1808 0.6030  5.4388 1.1808 0.6030  5.4533 1.1214 0.5900 -0.0170 1.1214 0.5900  -0.546   -0.637   -0.384    0.000    0.000   -8.841  -10.309   40.979
  6.600  42.915 1.2516 0.6360  2.0211  0.2730 1.2530 0.6800  3.2399 1.1808 0.6030  5.5124 1.1808 0.6030  5.4438 1.1214 0.5900 -0.0176 1.1214 0.5900  -0.545   -0.645   -0.379    0.000    0.000   -8.823  -10.449   40.894
  6.800  42.862 1.2516 0.6360  2.0532  0.2819 1.2530 0.6800  3.1981 1.1808 0.6030  5.5840 1.1808 0.6030  5.4344 1.1214 0.5900 -0.0182 1.1214 0.5900  -0.544   -0.654   -0.374    0.000    0.000   -8.804  -10.584   40.809
  7.000  42.810 1.2516 0.6360  2.0853  0.2910 1.2530 0.6800  3.1553 1.1808 0.6030  5.6537 1.1808 0.6030  5.4249 1.1214 0.5900 -0.0187 1.1214 0.5900  -0.543   -0.662   -0.369    0.000    0.000   -8.786  -10.716   40.724
  7.200  42.757 1.2516 0.6360  2.1173  0.3001 1.2530 0.6800  3.1116 1.1808 0.6030  5.7214 1.1808 0.6030  5.4154 1.1214 0.5900 -0.0193 1.1214 0.5900  -0.541   -0.670   -0.364    0.000    0.000   -8.768  -10.845   40.640
  7.400  42.705 1.2516 0.6360  2.1492  0.3095 1.2530 0.6800  3.0670 1.1808 0.6030  5.7871 1.1808 0.6030  5.4060 1.1214 0.5900 -0.0200 1.1214 0.5900  -0.540   -0.677   -0.359    0.000    0.000   -8.750  -10.969   40.556
  7.600  42.653 1.2516 0.6360  2.1811  0.3189 1.2530 0.6800  3.0217 1.1808 0.6030  5.8510 1.1808 0.6030  5.3965 1.1214 0.5900 -0.0206 1.1214 0.5900  -0.539   -0.685   -0.354    0.000    0.000   -8.732  -11.090   40.472
  7.800  42.601 1.2516 0.6360  2.2129  0.3285 1.2530 0.6800  2.9756 1.1808 0.6030  5.9130 1.1808 0.6030  5.3871 1.1214 0.5900 -0.0212 1.1214 0.5900  -0.538   -0.692   -0.348    0.000    0.000   -8.713  -11.208   40.388
  8.000  42.549 1.2516 0.6360  2.2447  0.3382 1.2530 0.6800  2.9289 1.1808 0.6030  5.9732 1.1808 0.6030  5.3776 1.1214 0.5900 -0.0218 1.1214 0.5900  -0.537   -0.699   -0.343    0.000    0.000   -8.695  -11.322   40.304
  8.200  42.497 1.2516 0.6360  2.2763  0.3480 1.2530 0.6800  2.8816 1.1808 0.6030  6.0315 1.1808 0.6030  5.3682 1.1214 0.5900 -0.0225 1.1214 0.5900  -0.536   -0.706   -0.337    0.000    0.000   -8.677  -11.432   40.221
  8.400  42.445 1.2516 0.6360  2.3079  0.3579 1.2530 0.6800  2.8337 1.1808 0.6030  6.0881 1.1808 0.6030  5.3588 1.1214 0.5900 -0.0232 1.1214 0.5900  -0.535   -0.713   -0.332    0.000    0.000   -8.659  -11.540   40.137
  8.600  42.394 1.2516 0.6360  2.3395  0.3680 1.2530 0.6800  2.7854 1.1808 0.6030  6.1429 1.1808 0.6030  5.3494 1.1214 0.5900 -0.0238 1.1214 0.5900  -0.534   -0.719   -0.326    0.000    0.000   -8.641  -11.644   40.054
  8.800  42.342 1.2516 0.6360  2.3709  0.3782 1.2530 0.6800  2.7366 1.1808 0.6030  6.1960 1.1808 0.6030  5.3400 1.1214 0.5900 -0.0245 1.1214 0.5900  -0.533   -0.725   -0.320    0.000    0.000   -8.624  -11.744   39.971
  9.000  42.291 1.2516 0.6360  2.4023  0.3886 1.2530 0.6800  2.6875 1.1808 0.6030  6.2474 1.1808 0.6030  5.3306 1.1214 0.5900 -0.0252 1.1214 0.5900  -0.531   -0.731   -0.315    0.000    0.000   -8.606  -11.842   39.888
  9.200  42.239 1.2516 0.6360  2.4336  0.3990 1.2530 0.6800  2.6380 1.1808 0.6030  6.2972 1.1808 0.6030  5.3212 1.1214 0.5900 -0.0259 1.1214 0.5900  -0.530   -0.737   -0.309    0.000    0.000   -8.588  -11.936   39.806
  9.400  42.188 1.2516 0.6360  2.4649  0.4096 1.2530 0.6800  2.5883 1.1808 0.6030  6.3453 1.1808 0.6030  5.3118 1.1214 0.5900 -0.0266 1.1214 0.5900  -0.529   -0.743   -0.303    0.000    0.000   -8.570  -12.027   39.723
  9.600  42.137 1.2516 0.6360  2.4960  0.4203 1.2530 0.6800  2.5383 1.1808 0.6030  6.3919 1.1808 0.6030  5.3025 1.1214 0.5900 -0.0273 1.1214 0.5900  -0.528   -0.748   -0.297    0.000    0.000   -8.552  -12.116   39.641
  9.800  42.086 1.2516 0.6360  2.5271  0.4312 1.2530 0.6800  2.4881 1.1808 0.6030  6.4369 1.1808 0.6030  5.2931 1.1214 0.5900 -0.0280 1.1214 0.5900  -0.527   -0.753   -0.291    0.000    0.000   -8.535  -12.201   39.559
 10.000  42.035 1.2516 0.6360  2.5582  0.4421 1.2530 0.6800  2.4378 1.1808 0.6030  6.4804 1.1808 0.6030  5.2837 1.1214 0.5900 -0.0287 1.1214 0.5900  -0.526   -0.759   -0.285    0.000    0.000   -8.517  -12.283   39.477
 10.500  41.908 1.2516 0.6360  2.6354  0.4701 1.2530 0.6800  2.3114 1.1808 0.6030  6.5827 1.1808 0.6030  5.2604 1.1214 0.5900 -0.0306 1.1214 0.5900  -0.523   -0.770   -0.271    0.000    0.000   -8.473  -12.477   39.273
 11.000  41.782 1.2516 0.6360  2.7121  0.4988 1.2530 0.6800  2.1846 1.1808 0.6030  6.6761 1.1808 0.6030  5.2371 1.1214 0.5900 -0.0325 1.1214 0.5900  -0.521   -0.781   -0.256    0.000    0.000   -8.429  -12.654   39.070
 11.500  41.656 1.2516 0.6360  2.7883  0.5282 1.2530 0.6800  2.0580 1.1808 0.6030  6.7613 1.1808 0.6030  5.2139 1.1214 0.5900 -0.0345 1.1214 0.5900  -0.518   -0.791   -0.241    0.000    0.000   -8.385  -12.816   38.868
 12.000  41.531 1.2516 0.6360  2.8640  0.5584 1.2530 0.6800  1.9319 1.1808 0.6030  6.8387 1.1808 0.6030  5.1907 1.1214 0.5900 -0.0366 1.1214 0.5900  -0.515   -0.800   -0.226    0.000    0.000   -8.342  -12.963   38.667
 12.500  41.406 1.2516 0.6360  2.9391  0.5892 1.2530 0.6800  1.8066 1.1808 0.6030  6.9088 1.1808 0.6030  5.1675 1.1214 0.5900 -0.0387 1.1214 0.5900  -0.512   -0.809   -0.211    0.000    0.000   -8.299  -13.095   38.467
 13.000  41.281 1.2516 0.6360  3.0137  0.6208 1.2530 0.6800  1.6824 1.1808 0.6030  6.9719 1.1808 0.6030  5.1445 1.1214 0.5900 -0.0408 1.1214 0.5900  -0.510   -0.816   -0.197    0.000    0.000   -8.256  -13.215   38.268
 13.500  41.158 1.2516 0.6360  3.0878  0.6531 1.2530 0.6800  1.5595 1.1808 0.6030  7.0285 1.1808 0.6030  5.1214 1.1214 0.5900 -0.0430 1.1214 0.5900  -0.507   -0.823   -0.183    0.000    0.000   -8.213  -13.322   38.070
 14.000  41.034 1.2516 0.6360  3.1613  0.6860 1.2530 0.6800  1.4381 1.1808 0.6030  7.0791 1.1808 0.6030  5.0985 1.1214 0.5900 -0.0453 1.1214 0.5900  -0.505   -0.829   -0.168    0.000    0.000   -8.171  -13.418   37.873
 14.500  40.911 1.2516 0.6360  3.2343  0.7197 1.2530 0.6800  1.3183 1.1808 0.6030  7.1239 1.1808 0.6030  5.0755 1.1214 0.5900 -0.0476 1.1214 0.5900  -0.502   -0.834   -0.154    0.000    0.000   -8.129  -13.503   37.677
