ctable        92 239 -3.97530E-01 1 # Range:     -1.47445 -      0.67939
ptable        92 239 -3.27700E-02 1 # Range:     -2.18662 -      2.12108
ctable        92 239    0.66973 2 # Range:     -0.40719 -      1.74665
ptable        92 239 -4.59750E-01 2 # Range:     -2.61360 -      1.69410
ctable        92 239    0.44307 3 # Range:     -0.63385 -      1.51999
ptable        92 239 -1.40790E-01 3 # Range:     -2.29464 -      2.01306
betafiscor    92 239    0.80811 # Range:      0.56481 -      1.15622
vfiscor       92 239    0.95026 # Range:      0.71822 -      1.25727
