# Reference Number = 2408 Incident Particle: neutron  imodel=1 Target: Z= 92 A= 238 Ef = -5.480
# En(MeV)   DWV    DWV(symm)     DW>      DW<      DWvso      Vv        Vhf      Vdisp    VHFder     DWVder    T12der   DVSder  +   DWS   =   Vs
  0.001    0.931     0.845     0.116    -0.030    -0.106    44.721    43.790     0.931     0.000    -0.000     0.000    -0.000     3.350     3.350
  0.002    0.931     0.845     0.116    -0.030    -0.106    44.721    43.790     0.931     0.000    -0.000     0.000    -0.000     3.351     3.351
  0.003    0.932     0.845     0.116    -0.030    -0.106    44.721    43.789     0.932     0.000    -0.000     0.000    -0.000     3.351     3.351
  0.004    0.932     0.845     0.116    -0.030    -0.106    44.720    43.789     0.932     0.000    -0.000     0.000    -0.000     3.351     3.351
  0.005    0.932     0.845     0.116    -0.030    -0.106    44.720    43.788     0.932     0.000    -0.000     0.000    -0.000     3.351     3.351
  0.006    0.932     0.845     0.116    -0.030    -0.106    44.720    43.788     0.932     0.000    -0.000     0.000    -0.000     3.352     3.352
  0.007    0.932     0.846     0.116    -0.030    -0.106    44.720    43.787     0.932     0.000    -0.000     0.000    -0.000     3.352     3.352
  0.008    0.932     0.846     0.116    -0.030    -0.106    44.719    43.787     0.932     0.000    -0.000     0.000    -0.000     3.352     3.352
  0.009    0.933     0.846     0.116    -0.030    -0.106    44.719    43.786     0.933     0.000    -0.000     0.000    -0.000     3.353     3.353
  0.010    0.933     0.846     0.116    -0.030    -0.106    44.719    43.786     0.933     0.000    -0.000     0.000    -0.000     3.353     3.353
  0.020    0.934     0.848     0.117    -0.030    -0.106    44.716    43.781     0.934     0.000    -0.000     0.000    -0.000     3.356     3.356
  0.030    0.936     0.849     0.117    -0.030    -0.107    44.713    43.777     0.936     0.000    -0.000     0.000    -0.000     3.359     3.359
  0.040    0.938     0.851     0.117    -0.030    -0.107    44.710    43.772     0.938     0.000    -0.000     0.000    -0.000     3.361     3.361
  0.050    0.939     0.852     0.117    -0.030    -0.107    44.707    43.768     0.939     0.000    -0.000     0.000    -0.000     3.364     3.364
  0.060    0.941     0.854     0.117    -0.030    -0.107    44.704    43.763     0.941     0.000    -0.000     0.000    -0.000     3.367     3.367
  0.070    0.943     0.855     0.118    -0.030    -0.107    44.702    43.759     0.943     0.000    -0.000     0.000    -0.000     3.370     3.370
  0.080    0.945     0.857     0.118    -0.030    -0.108    44.699    43.754     0.945     0.000    -0.000     0.000    -0.000     3.373     3.373
  0.090    0.946     0.858     0.118    -0.030    -0.108    44.696    43.750     0.946     0.000    -0.000     0.000    -0.000     3.375     3.375
  0.100    0.948     0.860     0.118    -0.030    -0.108    44.693    43.745     0.948     0.000    -0.000     0.000    -0.000     3.378     3.378
  0.200    0.965     0.875     0.120    -0.031    -0.110    44.665    43.700     0.965     0.000    -0.000     0.000    -0.000     3.405     3.405
  0.300    0.982     0.890     0.122    -0.031    -0.112    44.636    43.654     0.982     0.000    -0.000     0.000    -0.000     3.431     3.431
  0.400    0.998     0.905     0.125    -0.032    -0.114    44.608    43.609     0.998     0.000    -0.000     0.000    -0.000     3.455     3.455
  0.500    1.015     0.921     0.127    -0.032    -0.116    44.579    43.564     1.015     0.000    -0.000     0.000    -0.000     3.479     3.479
  0.600    1.032     0.936     0.129    -0.033    -0.118    44.551    43.519     1.032     0.000    -0.000     0.000    -0.000     3.501     3.501
  0.700    1.049     0.951     0.131    -0.033    -0.120    44.523    43.474     1.049     0.000    -0.000     0.000    -0.000     3.522     3.522
  0.800    1.066     0.966     0.133    -0.034    -0.121    44.494    43.429     1.066     0.000    -0.000     0.000    -0.000     3.542     3.542
  0.900    1.082     0.982     0.135    -0.034    -0.123    44.466    43.384     1.082     0.000    -0.000     0.000    -0.000     3.560     3.560
  1.000    1.099     0.997     0.137    -0.035    -0.125    44.438    43.339     1.099     0.000    -0.000     0.000    -0.000     3.578     3.578
  1.100    1.116     1.012     0.139    -0.035    -0.127    44.410    43.294     1.116     0.000    -0.000     0.000    -0.000     3.594     3.594
  1.200    1.133     1.027     0.142    -0.036    -0.129    44.382    43.249     1.133     0.000    -0.000     0.000    -0.000     3.609     3.609
  1.300    1.149     1.042     0.144    -0.036    -0.131    44.354    43.204     1.149     0.000    -0.000     0.000    -0.000     3.623     3.623
  1.400    1.166     1.057     0.146    -0.037    -0.133    44.326    43.159     1.166     0.000    -0.000     0.000    -0.000     3.636     3.636
  1.500    1.183     1.073     0.148    -0.038    -0.135    44.298    43.115     1.183     0.000    -0.000     0.000    -0.000     3.648     3.648
  1.600    1.200     1.088     0.150    -0.038    -0.137    44.270    43.070     1.200     0.000    -0.000     0.000    -0.000     3.659     3.659
  1.700    1.216     1.103     0.152    -0.039    -0.139    44.242    43.025     1.216     0.000    -0.000     0.000    -0.000     3.669     3.669
  1.800    1.233     1.118     0.154    -0.039    -0.141    44.214    42.981     1.233     0.000    -0.000     0.000    -0.000     3.678     3.678
  1.900    1.250     1.133     0.156    -0.040    -0.143    44.186    42.936     1.250     0.000    -0.000     0.000    -0.000     3.685     3.685
  2.000    1.266     1.148     0.159    -0.040    -0.145    44.158    42.892     1.266     0.000    -0.000     0.000    -0.000     3.692     3.692
  2.100    1.283     1.163     0.161    -0.041    -0.147    44.130    42.847     1.283     0.000    -0.000     0.000    -0.000     3.698     3.698
  2.200    1.300     1.178     0.163    -0.041    -0.148    44.103    42.803     1.300     0.000    -0.000     0.000    -0.000     3.703     3.703
  2.300    1.316     1.193     0.165    -0.042    -0.150    44.075    42.758     1.316     0.000    -0.000     0.000    -0.000     3.707     3.707
  2.400    1.333     1.208     0.167    -0.042    -0.152    44.047    42.714     1.333     0.000    -0.000     0.000    -0.000     3.710     3.710
  2.500    1.350     1.223     0.169    -0.043    -0.154    44.020    42.670     1.350     0.000    -0.000     0.000    -0.000     3.712     3.712
  2.600    1.366     1.238     0.171    -0.043    -0.156    43.992    42.626     1.366     0.000    -0.000     0.000    -0.000     3.714     3.714
